tweets;1.kisi;2.kisi;3.kisi
Þeytanýn iþlediði ilk günah aslýnda ýrkçýlýktýr..Yani #ýrkçýlýk þeytanidir ve dahasý ýrkçýlýk insaný Allah'tan uzaklaþtýrýr nasýl þeytaný uzaklaþtýrdýysa.Ayrýca her akýllý insan bilir ki kimse ýrkýný seçemez o halde ýrkçýlýk ayný zamanda aptallarýn iþidir.Akýllýlara #Selam olsun;0;0;
#Deprem olmuþ #millet hala #ýrkçýlýk peþinde... #Ýnsan türü bu dünyada fazla yaþamaz... tek teselli bu... #earthquake #racism #watch #clock #unutma #artýksusma #benimkararým #Ýstanbul #ArkadaþýmSatarsa #kýtýr #çýtýr #crispy #erbil #suleymaniye #time #machine #pazartesi #salý #ay;0;0;
Hem dövdüler hem alay ettiler! #almanya #polis #siddet #irkcilik #kavga #avrupa #sabah #gazete #köln #kickboks https://t.co/zMwiPfEhbw;1;1;
"#GençlikEfendimizinÝzinde
 #kin ve #nefret 
 #ýrkçýlýk 
#mezhepçilik 
#ayrýmcýlýk  
#yobazlýk  
#hurafeler 
#zulümlere 
#savaþlara 
 her türlü #uyuþturucu
#kadýn düþmanlýðýna
#sapkýnlýða  
 #Kötülüðe  karþý,
#sevgi  ve #bariþ  dolu 
#akýlcý  
#modern
 #bilim #sanat a  deðer verir https://t.co/sQqDUlJwlB";0;0;
Berlin'de ýrkçý parti AfD karþýtý büyük #miting https://t.co/DviUPGIZzc #almanya #berlin #irkcilik #meclis #oy;0;0;
Esmer tenli ve sari benizli insanlardan nefret ediyorum.bu biraz #ýrkçýlýk gibi gelecek ama,arkadaþ bütün... https://t.co/m6Bl4v1Asn;1;1;
Bizce birini hayatýmýzdan çýkarmamýz için en geçerli sebep. #ýrkçýlýk https://t.co/iEUnCjJES6;0;0;
Almanya'da ýrkçýlýk karþýtý yürüyüþ https://t.co/EBF5BE5TA8 #almanya #berlin #irkcilik #meclis #oy;0;0;
@NataliAVAZYAN O güneþ daha çok Güneydoðu da yanan evlerin, köylerin alevi olmasýn? #Ciler yýllarý = #Aksener = #ýrkçýlýk;0;0;
Ermeni olup-olmasýnýn hiç bir önemi yok. #ýrkçýlýk https://t.co/uvPwPyEtiH;0;0;
Dünyada #ýrkçýlýk ne ise, Türk futbolunda da #adalet anlayýþý ayný durumda. Ona ayrý, buna ayrý. Bakýþ açýsý #objektif, ama uygulamalar #subjektif  @CanerErkin @TFF_Org;0;0;
"Ne Yazýkki 
Bügün  Ýslam Coðrafyasýnda 
Ümmet Kardeþliði Ölmüþtür.
#Menfaat
#Mezhep
 #ýrkçýlýk 
Kardeþliði Vardýr.";0;0;
Irkçýlýk ve Amerika https://t.co/3i7F2iICQx @xyazarcom aracýlýðýyla #abd #ýrkçýlýk #amerika #usa #racism #ýrk #race #tarih #kültür #bilgi;0;0;
"Ýngiltere'de Sihler de yükselen #Ýslamofobi'den nasibini alýyor.
#ýrkçýlýk #islamdüþmanlýðý https://t.co/hJo0GfTgpS";0;0;
Cb recep günde 5defa tektektekleéyip ýrkýný kutsasýn illa #kürd u inkaretsin #ýrkçý lik yapsin sonra #ýrkçýlýk kötü desin.Tam1þarkkurnazluðý https://t.co/kFK7Gg5nta;0;0;
Dünyanýn en kötü en pislik en lanet þeyi #ýrkçýlýk dili dini rengi cinsiyeti farketmez herþeyden önce insanýz https://t.co/DiI020TtGT;1;1;
"Sayfama gelip 
#mezhepçilik
#ýrkçýlýk
#tekfircilik
#kin ve nefret propagandasý yapmaya çalýþanlar bilsin..
Asla... https://t.co/uFL4IsGOWm";0;0;
Her yerde kardeþçe yaþamak varken neden #ýrkçýlýk #insanayrýmý #sýnýffarklýlýðý oluyorki hepimiz doðduk ve öleceðiz;0;0;
@sairulazam #ýrkçýlýk virusu insanliginizi yemiþ bitirmiþ yaratýða çevirmiþ.her kim zalimse Allah fýrsat vermesin;1;1;
"@cemaltoptanc Bizin milliyetçiligimiz #ýrkçýlýk #deðildir

Biz
""TANRI DAÐI KADAR TÜRK,
HÝRADAÐI KADAR MÜMÝNÝZ"" diyenlerdeniz";0;0;
"O Ses Türkiye'de #ýrkçýlýk kavgasý büyüyor... Yýldýz Tilbe ateþ püskürdü
https://t.co/eQyDPNCpsg https://t.co/L9W6ptRpFo";0;0;
"#MüzikOnair | Kemal Doðulu ve Naim Dilmener'den Yýldýz Tilbe'ye ""Aþaðýlýk"" Yakýþtýrmasý!.. &gt;&gt; https://t.co/p2cdy40wSB @YildizzTilbee @KemalDogulu @renemliD @osesturkiye #Müzik #YildizTilbe #KemalDogulu #NaimDilmener #Aþaðýlýk #polemik #ýrkçýlýk https://t.co/AlzsOWOUzX";0;0;
"#MüzikOnair | Yýldýz Tilbe, Ahmet Hakan'a Ateþ Püskürdü! ""Erkek Deðilsin"" &gt;&gt; https://t.co/7dLmwf1nUP @YildizzTilbee @ahmethc @osesturkiye #YildizTilbe #AhmetHakan #OSesTürkiye #ýrkçýlýk #polemik https://t.co/aXYsGd8CEm";0;0;
"#MüzikOnair | Günay Çoban, Yýldýz Tilbe'ye Destek Çýktý! ""Irkçý Olduðuna Ýnanmýyorum"" &gt;&gt; https://t.co/6Yh08ivw7t @gunaycoban @YildizzTilbee @ahmethc #Müzik #GünayÇoban #YildizTilbe #ahmethakan #ýrkçý #polemik #ýrkçýlýk #osestürkiye https://t.co/eAfw48eZ2D";0;0;
Yýldýz Tilbe’den ‘Irkçýlýk’ Ýddialarýna Sert Yanýt! https://t.co/FchtceZFzD @xyazarcom aracýlýðýyla #oses #türkiye #ýrkçýlýk #yýldýztilbe;0;0;
@datcabelediyesi @MucellaYapici Sizin probleminiz küçük olmakla ilgili deðil, #ýrkçýlýk ile ilgili.;0;0;
"Günümüzdeki reklamlarda ýrkçýlýk hâlâ açýkça yer alýyor. 
#racism #ýrkçýlýk https://t.co/Q0wrdnpoDs";0;0;
Irkçýlýk Batýnýn DNA'sýnda var! #dove #ýrkçýlýk #faþizm #reklam https://t.co/uDW4D7KvUQ;1;1;
Þu ana kadar hiçbir boykota katýlmadým ama dove gerçekten bunu hakediyor #ýrkçýlýk https://t.co/t8S13oUllh;0;0;
Basit bir #ýrkçýlýk ve yarý gizli #islam düþmanlýðý, özünü kaybetmiþ bir laiklik adýna gururla savunuluyor... #sd https://t.co/5ABgs0ssjb;1;0;
Açýlýþta #antisemitizm #kürtdüþmanlýðý #ermenidüþmanlýðý     #erkekþiddeti #kadýnkýrým #çocuktacizi #iþçiçocuk #ýrkçýlýk YETER diye baðýrýn?? https://t.co/lA18cTjkeo;0;0;
(#Irkçýlýk yapan, ýrkçýlýk için #savaþan ve ýrkçýlýk uðrunda #ölen, bizden deðildir.) [Hadis-i þerif, Ebu Davud];0;0;
"@FatihZingal: ""Sistem partileri ýrkçý söylemleri taklit edince ýrkçý seçmen güçlü bir þekilde orjinaline oy vermekten çekinmedi"" #ýrkçýlýk https://t.co/1bsBT4HsYJ";0;0;
"Takip ve beðenmeyi unutmayýn. 

#bilgi #bilgicim #güncel #irk #ýrkçýlýk https://t.co/brEay2F0rJ";0;0;
Hindistan sýrf birbirlerinin dinlerin saygý duyup #ýrkçýlýk yapýp savaþ açmadýklarý için ödül vermek lazým (bence);0;0;
Enschede'de aþýrý saðcý, Ýslam karþýtý #Pegida gösteri yaptý. https://t.co/z4ujrcmF2Z #racisme #ýrkçýlýk https://t.co/z7HoLuVfee;0;0;
Avustralya’da Irkçýlýk Karþýtý Þölen! https://t.co/eebwu0nz92 @xyazarcom aracýlýðýyla #ýrkçýlýk #avustralya #avustralia #haber #dünya;0;0;
"""sizin ananýza yapýlmasýný istemediðiniz þeyi, baþkasýnýnkine yap(týr)mayýn!"" #irkcilik";1;1;
#ýrkçýlýk Sizin hangi güruhtan olduðunuz ve neye hizmet ettiðiniz belli .namussuz alçak þerefsizler.;1;1;
Toplumdaki #linç kültürü denilen vahþet ve #ýrkçýlýk https://t.co/NKTF7l68mx;1;1;
"@SterkaSor_ #TürkSorunu kodlarý ve #ýrkçýlýk flood'u yukarýda ???
(utangaç ikizleri #milliyetçilik ve #ulusalcýlýk)";0;0;
"Türklük kavanozsa Ýslamiyet baldýr. Ýslamiyet olmasaydý Türklük içi boþ kavanoza benzerdi.
Necip Fazýl Kýsakürek

#ýrkçýlýk 
#Türkiye https://t.co/3G2W94JAWH";0;0;
@DrSinanOgan Senin #ýrkçýlýk yaptýðýn kadar #insanlýk yapýyor denilebilir @mstanrikulu için.;0;0;
"Sonuç olarak, bütün insanlýk 'ayný renkte iþiyoruz.'

#hitler #irkcilik #nefretsucu #fasizm #renklerimizfarkli #soykirim  #mehmetbulentdeniz https://t.co/fDlgahTyEA";0;0;
#YabancýKuralýnaHayýr siz oynamayýn orta bile yapamazken þimdi yabancý istemiyorsunuz bu iþte #ýrkcýlýk yapýyorsunuz;0;0;
Irkçýlar Venlo'da yapýmý süren camiye saldýrdý. https://t.co/BypNczEILL #ýrkçýlýk https://t.co/wFBCf7esln;0;0;
Bütün zulümlerin baþý #ýrkçýlýk yani #faþizm...  | #Ýntizar https://t.co/kkpYSTFulx;1;1;
"Sadece Yerli Ürünler Satan Bir Süpermarket Nasýl Görünüyor Dersiniz?

https://t.co/kohPjJP6Uo

#ýrkçýlýk #yerli #yabanci https://t.co/rpUTwL8qM6";0;0;
ABD'de #ýrkçýlýk ve nefret olaylarýna karþý protesto - https://t.co/0xz47Unw97;0;0;
#ABD'de #ýrkçýlýk ve nefret olaylarýna karþý protesto. https://t.co/1MXv1KtX9d https://t.co/zCIhAhPVhs;0;0;
#HakanHepcan adýnda yaratýðýn #ýrkçýlýk yapalý henüz bir ay olmadý. Bu yaratýk için alýnacak hukuki kararýn paylaþýlmasý gerekiyor. #Adalet;1;0;
"#EdenBulur

Biraz da siz

Teröristlerle uðraþýn

#ABD'li  #TRUMP ?? 

#ABD'de #ýrkçýlýk karþýtý gösteri

https://t.co/gg4vc3pRM1

@DoanKasif";0;0;
@TekinKavraz54 bu tüvitte iþin aslý anlatýlýyor zaten Tekinim..tabii ki yalan ve düzmece tabii ki #ýrkçýlýk KOKUYOR...;1;1;
"Sevdigim insan þs yazinca sempatik,sevmedigim biri yazinca  gerizekalý oluyor,ýrkçýlýk mý
#ýrkçýlýk #sevdiðim #sevmedigim";1;1;
26-@tuncayopcin :@yagizefe ben kürdüm diyecek #TC vatandaþýyým bile diyemiyor #ýrkçýlýk olmayacak #Ben TÜRKÜM deyince ýrkçýlýk olacak #AYIP;0;0;
"#TürkAdaleti #AkpAhlaký #ýrkçýlýk 
#TýmarhaneCumhuriyeti 
#SiyasiSoykýrým #HDP #SelahattinDemirtaþ #FigenYüksekdað ve fazlasý
#SarayDarbesi https://t.co/b5yA4GIOEF";0;0;
@BayOsmanoglu #SporKardeþliktir ýrkçýlýk ise tedavi edilmesi gereken bir hastalýktýr.. #ýrkçýlýk savunmak çovuklarýn babasýz kalmasýný savunmaktýr..!!;0;0;
"#TürkAdaleti #ýrkçýlýk 
Genlerine iliklerine iþlemiþ ama seçici ýrkçýlýk. 
#TürkSorunu 
#DenizNaki 
#AmedSpor https://t.co/BQa3XI66LK";0;0;
"Ýnsan olmamak rahatsýz etmiyor sizi o anlaþýlýyor da, #ýrkçýlýk da hiç rahatsýz etmedi mi, bir kez olsun führer Nasuh?
Susacaksýn malum. https://t.co/Uc6uO4hBqZ";0;0;
#ýrkçýlýk yapan dallamalara ithafen. #Aile olmak gibisi yok https://t.co/ffVGBxaseV;1;1;
"Günümüz dünyasý insanýnýn sorunu #ýrkçýlýk.
Hani manasýný bilmeyen varsa.????
#egobeyinliler.. https://t.co/oKYYFPDNwz";0;0;
@mertaltin25 Yanlýþ yaklaþým kardeþim biz volkana yaptýðý hareketlerden ötürü o lakabý taktýk yanlýz gomise yapýlan þey ten rengi yüz simasý vs.#ýrkçýlýk;0;0;
"Nerde ne kadar #ýrkçýlýk yapan var ise en adý þerefsizdir... 
#HepimizGomisiz https://t.co/Z81lkKS3QF";1;1;
"Arkadaþlar resimdeki kiþiyi #köpek ya da #MAYMUN dýþkýsýna benzetsem #ýrkçýlýk olur mu? @hakanhepcan

#IrkçýHakanHepcan #IrkçýlýðaHayýr https://t.co/e06aLzKTpY";1;1;
Ahmet Çakar Hakan Hepcan'a Canlý Yayýnda Þerefsiz Dedi, Ýzle https://t.co/6UbhkGVzaM #hakanhepcan #ýrkçýlýk #ahmetcakar #beyazfutbol #gomis;0;0;
#Spotify beyazlarýn üstünlüðünü savunan ýrkçý gruplarý içeriðinden çýkarýyor https://t.co/s84raJUSlO #ýrkçýlýk #müzik https://t.co/KQdg2JFWtU;0;0;
@futbolarena #ýrkçýlýk bir #insanlýk suçudur !;0;0;
@hakanhepcan Dün #ýrkçýlýk (ð)a arka çýkanlar bugün maðduruz diye aðlýyorsa umduklarýný bulamadýklarý içindir. A.A.H.H.;0;0;
"Beyaz Ulusalcýlar Genetik Testlere Koþuyor (ve Þaþýrtýcý Sonuçlar Alýyorlar)

 https://t.co/HsJsrYFWDt

#dnatesti #ýrkçýlýk #gen #beyaz https://t.co/rUlAcRH8a6";0;0;
Lütfen  bu gerçek olmasýn #ýrkçýlýk ?? https://t.co/t7NWHJScO9;0;0;
ABD'yi karýþtýran heykel, #ýrkçýlýk ve Trump... Deniz Kilislioðlu konuklarýna soruyor #ÝþinAslý birazdan NTVRADYO'da https://t.co/gF0xlcwzmN https://t.co/FfIotl1hdm;0;0;
#ýrkçýlýk #faþizm Ýnsan insana hala bunu yapabiliyorsa, nerede #umut, nerede #barýþ hayalleri? https://t.co/HSgJMQfv5U;0;0;
Yasaklanan oyuncaklar! #Yaþam #DirekDansçýsý #ýrkçýlýk https://t.co/BdtCxvrVdL;0;0;
tüm çaðlarýn en tehlikeli virüsü/the most fatal virus of all times #ýrkçýlýk #racism #stopracism https://t.co/hhqaig97qs;0;0;
#ýrkçýlýk durur durur hortlar. https://t.co/XO12MqNt9H;0;0;
Pislik herifler #ýrkçýlýk https://t.co/z7ZLtVIX8u;1;1;
Ýnsanca #yaþamakiçin öncelikle, insanlarý ayýran þeylerden uzak durulmalý. Mesela buyrun size 2 tanesi: #din ve #ýrkçýlýk;0;0;
la lutte contre #Racisme et pour la #paix en famille c'est ici: #SihirliAnnem et #elministeriodeltiempo  #EMdT #ýrkçýlýk karþý #bariþ için https://t.co/6iRBWzBWlu;0;0;
Avrupa'daki OHAL adeta #ýrkçýlýk ve #islamofobi üzerine kurulmuþ.. https://t.co/bBOjXSfCPF;0;0;
"@HalilSavda @cumhuriyetgzt ""Bu ülkede kürt herþey olur, sadece kürt olamaz"" #ýrkçýlýk";0;0;
"Almanya Duisburg Belediyesi 
Çöp kutularýnýn üzerinde Türk isimlerini kullanýlmýþ. 
#ýrkcýlýk#volksverhetzung#
Türkische Namen auf Mülleimer https://t.co/sbvN6hEKb5";0;0;
"#TýmarhaneCumhuriyeti'nde 
sýradan #ýrkçýlýk https://t.co/cgxPvJAlxT";0;0;
Bu topraklada #Irkçýlýk yoktur diye övünürüz. Doðru #ýrkçýlýk yoktur. #hemþehricilik gibi ülkeye faydasý olmayan daha kötü bir illet vardýr.;1;1;
"""Dövdüler"" mi? Adamýn söylediði mekanýma geldi yumruklaþtýk. Bunun tek meselesi resturant sahibinin Kürd olmasý ve terimi dövmesi #ýrkçýlýk https://t.co/PhF9N2dlin";0;0;
"Faþizm okuyarak, ýrkçýlýk seyahat ederek tedavi olur.

Miguel de Unamuno

#faþizm #ýrkçýlýk… https://t.co/oGuMedN7un";0;1;
"Perspektif þimdiye dek çok sýk gündeme gelmeyen ""#öðretmenler odasýndaki #ýrkçýlýk"" konusunu ele aldý. https://t.co/XWXBuPq12Z";0;0;
"MÜSÝAD: ''Irkçýlýk ve yabancý düþmanlýðý endiþe verici''
 https://t.co/mZNYRO6iXP
 #gaziantep #suriyelileresaldýrý #ýrkçýlýk #rte #almanya https://t.co/0NiD8eLXJb";0;0;
#ýrkçýlýk zehirdir. Toplumu, huzuru zehirler. Ýnsaný insan yapan empati ve hoþgörüdür. Eðer vicdanýnýz kör saðýrsa bari çenenizi kapayýn.??;0;0;
Avrupa #nazi devrine girerken, paralel olarak bizdede #Suriye düþmanlýðý ile #ýrkçýlýk körükleniyor.;0;0;
@Zangoc8 @AteistFelsefeci Dinlerin #memetik hikayeler (insan uydurduðu) olduðunu ve #ýrkçýlýk kavramýnýn ilk olarak arap yarim adasýnda ortaya çýktýðýný gösteriyor.;0;0;
Türkiye’nin ýrkçýlýkla imtihaný: Sýradan ýrkçýlýk ve Suriyeliler https://t.co/GccwYwuIJo #ýrkçýlýk https://t.co/6TaLCYejid;0;0;
Bu #ýrkçýlýk deðil diye baþlayan cümlelerle ýrkçýlýðýn, faþizmin nasýl da dibinde olduðumuzu þahane sergiliyoruz.;1;1;
Biz gidelim artýk Suriye'ye be?!!! Suriyeli kaynýyor mk her yer  #SuriyelilerEvineDönsün #ýrkçýlýk deðil, beleþçiliðe hayýr!;1;1;
En tehlikeli #ýrkçýlýk, okulda bizzat #öðretmenler tarafýndan yaþatýlaný. @perspektifeu yeni sayýsýnda #Almanya'daki bir yaraya parmak bastý https://t.co/z9YLuSonnY;0;0;
"Perspektif Dergisi bu sayýsýnda #Almanya'daki okullarda #öðretmenler odasýnda #ýrkçýlýk konusunu ele almýþ. Önemli bir Dosya
@perspektifeu https://t.co/c5MsL08iUA";0;0;
Perspektif'in bu sayýsýnda #Almanya'daki okullarda #öðretmenler odasýnda #ýrkçýlýk konusunu ele aldýk. Ýyi okumalar! https://t.co/py9FPeSZof https://t.co/KzJviY8NIq;0;0;
#G20 zirvesinde çýkmasý gereken tek sonuç, yükselen avrupa #ýrkçýlýk'ýn doðum yeri #almanya'nýn burnunun sürtülmesinin elzem olduðu gerçeði https://t.co/uftlxegvCS;0;0;
"#KürtSorunu yazýlýr 
#TürkSorunu okunur 
Çimki #ýrkçýlýk iliklerde.. https://t.co/V1Is2IWrJZ";0;0;
@BirGun_Gazetesi Ýlk ýrkçý refleksi deðil Birgün'ün, muhtemelen son da olmayacak. #ýrkçýlýk #Birgün #Suriyeli;0;0;
"@MLisztfrick @senatorkato Nilüfer Göle nin ""Gündelik Yaþamda Avrupalý Müslümanlar"" iyi bir sosyolojik araþtýrma örneði. #islamofobi #ýrkçýlýk";0;0;
"Irkçýlýk ideolojik bir düþünce deðil, aksine psikolojik bir hastalýktýr.
.
.
.
.
 #nasýlolacak #malcolmx #ýrkçýlýk #hastalýk https://t.co/iCvYbiBKqR";1;1;
Irkçýlar beðenmedikleri toplumlarýn yemeklerini, dillerini ve paralarýný da mý sevmez? https://t.co/CFxbP7cyZJ #ýrkçýlýk;0;0;
"Bir Gurbetçi'nin not defterinden?
#fermanhiphop  #azrail #gurbetintamortasýndan #ýrkçýlýk #medyalarhepsuskun... https://t.co/I03zW4ddOP";0;0;
@muradcobanoglu Eskiden ceviz için bunu derlerdi demek þimdi #zeytin  olmuþ. #ýrkçýlýk;0;0;
SOLINGEN-29.05.1993 Unutmadýk, unutmayacaðýz, unutturmayacaðýz...#ýrkçýlýk #nazi #Almanya #Deutschland #solingen #Türk #Türkei #gurbetçiler https://t.co/X6gCODj5YT;0;0;
"Geçen hafta #Köln'de gerçekleþen Tribünal'e davetli olarak katýlan Prof.Yasemin Ýnceoðlu izlenimleri aktarýyor:
@NSU_Tribunal #NSU #ýrkçýlýk https://t.co/SYaFWfq6qm";0;0;
"OHANÝS KAZANDI FAÞÝZM KAYBETTÝ/OHANIS WON RACISM LOST
#ýrkçýlýk #racism #muslimarmenians #müslümanermeniler #yesilay
https://t.co/DweIusvgnt";1;1;
"Siyah Bebek de Aslýnda Yalnýzca Bebektir
https://t.co/HoMPaSAOGV

#Ýnsan #ýrkçýlýk #Yaþam https://t.co/uXUoczOAkb";0;0;
#AB de Devletleri kendi halklarý yönetmiyor;0;0;
ALLAH'ým ya bize nuh'un tufan'ýný gönder.  Yada bu insanlara akýl fikir ver. #ýrkcýlýk #kaos #savaþ 'a HAYIR;1;1;
"ÇeçenistanBaþkaný Kadirov ""lgbti'lerin kökünü kazýyacaðým""demiþ.""Kürtlerin kökünü kazýyacaðýz""diyenlerde var
#KökKazýmak #Homofobi #ýrkçýlýk";1;1;
Yarýn sinemaya gidecekseniz, Kapan'a gidin, gerim gerim gerilin #getout #racism #ýrkçýlýk #gerilim;0;0;
"Bu akþam 19'da Schauspiel #Frankfurt'ta!
#NSU Monologlarý oyunu &amp; #Almanya'da #ýrkçýlýk paneli 
@BS_AnneFrank @NSU_Tribunal @SchauspielFFM https://t.co/uCL8qYFfX7";0;0;
@grkem_erol @BatiRaporu Senin Genlerinde var #irkcilik kanka. Problem tunne ??;0;0;
#Hayýr çalýþmasý yürüten hesaplarýn bazýlarý #ýrkçýlýk, #Arapdüþmanlýðý ve emperyalizmin suçlarýný aklama suçu iþliyor.;0;0;
"Kitle okumalarý 1: ""Irkçýlýk yükseliyor"" mu? https://t.co/UXgUIBgi5T #ýrkçýlýk https://t.co/GtCuryaiAv";0;0;
#barzani O densize söyleyin sen barzaninin ayakkabýsýna toz bile olamzsýn #ýrkçýlýk;1;1;
Dünyada yükselen #ýrkçýlýk ve #faþizm insanlýðýn baþýna bela açmadan durdurulmalý, bu alçaklýðý #çocuklarýmýza miras býrakmayalým.;1;1;
Ülkemizde #ýrkçýlýk tabi ki yok https://t.co/OKYgZ3aIst;0;0;
"Irkçýlýk psikolojik bir hastalýktýr... #malcolmx 

#gencleretavsiyeler #ýrkçýlýk https://t.co/3JPuaSFLOu";0;0;
"Marshall Walter ""Major"" Taylor. Dünya þampiyonu olmuþ ilk siyahi bisikletli. https://t.co/ViYkemUgC9 #ýrkçýlýk https://t.co/6R8N6QMf3e";0;0;
Onbinler Londra'da ýrkçýlýk ve Ýslamofobiye karþý yürüdü;0;0;
Onbinler Londra'da ýrkçýlýk ve Ýslamofobiye karþý yürüdü;0;0;
"#Londra ve #Amsterdam'da #ýrkçýlýk karþýtý gösteri..
 https://t.co/2TEKTcFZ2l";0;0;
Avrupa çýldýrýyor #ýrkçýlýk #nazizim #anti demokratiklik ve dahasý.Avrupa Adalet Divaný'nýn aldýðý baþörtüsü kararýný þiddetle kýnýyorum! https://t.co/pGBtPCHutF;0;0;
"Irkçý söylemlere karþýn Türkler Hollanda’da kalýcý
https://t.co/sF9X2qpWwb
#irkcilik #holland https://t.co/5LEv10ddzy";0;0;
"beyaz saray da ýrkçýlýðýn son 50 yýlý
""the butler"" #film #ýrkçýlýk
https://t.co/Z12GYwKFh8";0;0;
Türkiye Batý'nýn haksýzlýklarýna karþý net tavýr koymalýdýr.  Acilen #sömürge ve #ýrkçýlýk  müzesi kurmalýdýr.;0;0;
"Prof. Dr. Recep Þentürk; ""Malcolm X: ýrkçýlýðýn ve ayrýmcýlýðýn tek çözümü islamdadir"". #MalcolmX #ýrkçýlýk #ayrýmcýlýk #Islam https://t.co/aZMC6JuvpS";0;0;
"Bu zamanda siyasetle uðraþmak, ateþten gömlek giymek gibi!

#siyaset #uçlarda #endiþem #ýrkçýlýk Hollandanýn baþýna bela #olacak";1;1;
#ýrkçýlýk #kafatasçýlýk #faþizm in filizlendiði yerde sevgi vr iyilik kurur. Ýnsanlýk ölür. https://t.co/gzfHJtjVyl;0;0;
#Nice saldýrýsýnda annesini kaybeden @Hanane1606'nýn #ýrkçýlýk'la mücadelesi hakkýnda @HassinaMechai yazdý https://t.co/mQERvgduGT #Fransa;0;0;
#Avusturya'da av tüfeðini baþörtülü kadýnlara doðrultan adam 10 ay tecilli hapis ve 960€ para cezasýna çarptýrýldý #baþörtüsü #ýrkçýlýk https://t.co/dqzhGhWJrl;0;0;
"TRÝBÜNAL ""NSU Kompleksi Daðýtýlsýn""
17-21 Mayýs '17 #Köln
#Baðýþ duyurusu için: https://t.co/xelANjmkmm
#NSU #terör #ýrkçýlýk #göç #adalet https://t.co/BkPXi9hiZO";0;0;
Belki emperyalist aðababalarýmýzla birlikte hayatlarýný altüst ettiðimiz Suriyelilere karþý #ýrkçýlýk biraz azalýr? https://t.co/wBojonHAgV;0;0;
"Ýstanbul'da Erzurumspor maçý var ve kimliðinde ""Erzurum"" yazanlara bilet satmýyorlar. Futbolda #ýrkçýlýk  budur.";1;1;
#ýrkçýlýk yaný baþýmýzda. https://t.co/ztINLeDRB4;0;0;
Bilim dünyasýnýn en baþarýsýz buluþudur #ýrkçýlýk;0;1;
#Kürtler dün de yalnýzdý, bugün de yalnýz! https://t.co/vFQ1RuuyWp #Kisanak, #hayir, #twitterkurds, #na, #Turkiye, #irkcilik, #AKP, #CHP,;0;0;
"Hala insaným diye ortalarda dolanýyoruz, vicdanýnýz, haysiyetiniz bitmiþ; çöpten deðersizsiniz; farkýnda deðilsiniz. #ýrkçýlýk https://t.co/tgRUjAbsjt";1;1;
TRUMP: EN AZ IRKÇI ÝNSAN BENÝM https://t.co/pYxRTi9C75 #ABD #Trump #ABD #Irkçýlýk #DonaldTrump #ýrkçýlýk #basýntoplantýsý #Dünya #Meksika;0;0;
"Haçlý ruhu hortluyor! 
https://t.co/3NgcI9IrKI
#ab #haçlý #islam #müslüman #ýrkçýlýk #avrupa
#14Þubat https://t.co/H2bajGJTyS";1;1;
"#irkcilik her yerde ayni. kokune sokayim...
https://t.co/zEEbtpRJC1";1;1;
"El Hacc Malik El-Þahbaz (Malcolm X)
#þubatþehadetayý #ihh #ankara #malcolmx #amerika #islam #ýrkçýlýk https://t.co/kZtjc8p9Fh";0;0;
"#Trump: ""7Müslüman ülke yurttaþý Yahudiler vize engelinden muaf"" 
soru: Yahudi burada bir dini mi yoksa bir ýrký mý ifade ediyor? 
#ýrkçýlýk";0;0;
"@t24comtr ""yeni CEO’su Türk bilim adamý Tolga Kurtoðlu oldu."" yerine türkiyeli bilim insaný"" yazacaktýnýz herhalde? #ayrýmcýlýk #ýrkçýlýk";0;0;
Özü Adem ve Havva olan insanýn #ýrkçýlýk yapmasý aptallýktan baþka biþey deðildir. Her türlüsüne #noracism;1;0;
"metin in dünyasý: Dünya neden deðiþiyor? https://t.co/1O0cO4r75U
#ojenizm #irkcilik #fasizm #hitler #fitrat #yaratilis #";0;0;
"Üç tip insandan korkun;
#osmanlý ya düþman olandan
#tasavvuf a karþý olandan
#ýrkçýlýk yapandan.
#sezaikarakoc 
#Hayirlicumalar";0;0;
Irkçýlýk yapmayýn. #ýrkçýlýk #ýrkçýlýðahayýr @ Antalya, Turkey https://t.co/xDyvCh7Y0k;0;0;
7-Daha yaþanýlabilir bir #Dünya ve özellikle #Avrupa için #ýrkçýlýk  ve #yabancýdüþmanlýðýný izleme merkezleri kurulmalýdýr. #KüreselAdalet https://t.co/ExiRWyvobD;0;0;
6-#Avrupa!!! dünya tarihine ve gelecek nesillere utanç dolu yeni #ýrkçýlýk ve #yabancýdüþmanlýðý sahneleri býrakmamalýdýr.  #KüreselAdalet https://t.co/U8xm4fUIkP;0;0;
#ýrkçýlýk tan hoþlanmýyorum. Ýnþallah  birgün yalnýzlýktan ayrým yaptýðýnýz o insanlardan konuþacak baþka kimseniz kalmaz;0;0;
7-Daha yaþanýlabilir bir #Dünya ve özellikle #Avrupa için #ýrkçýlýk  ve #yabancýdüþmanlýðýný izleme merkezleri kurulmalýdýr. #KüreselAdalet https://t.co/MXegYVm3JQ;0;0;
6-#Avrupa!!! dünya tarihine ve gelecek nesillere utanç dolu yeni #ýrkçýlýk ve #yabancýdüþmanlýðý sahneleri býrakmamalýdýr.  #KüreselAdalet https://t.co/UvgM9UpMdd;0;0;
#Beyaz Saray önünde #Ýslamofobi ve #ýrkçýlýk karþýtý eylem https://t.co/gcU1OigLDg @islamofobia;0;0;
#Almanya da #ýrkcýlýk artýyor 4 týyatro sanatcý devam etmek istemiyor https://t.co/e3TaluHdf2;0;0;
